facility_id,clean_name,clean_type,clean_parish,clean_capacity,licence_issue_date,inspection_date,lat,lon,remarks
#9869,"Edwards, Combs And Simmons Hosp",Clinic,St. Lucy,,2017-04-01,,12.74716,-59.15846,♥
04241,"Edwards, Edwards And Bush",Hospital,St. Lucy,,2019-11-29,,,,-
02716,"Edwards, Jenkins And Oconnor Infirmary",Other,St. Joseph,195.0,2022-09-17,,12.71531,-59.12287,♥
06270,"Edwards, Johnson And Beard Infirmary",Hospital,St. James,92.0,2023-08-26,,13.28696,-59.12805,♥
#2045,"Edwards, Valentine And Browning Clinic",Unknown,St. John,440.0,2025-04-11,,,,-
#1221,"Edwards, Williams And Gross Medical Center",Polyclinic,St. Andrew,,2016-12-30,,,,Good
HF-8785,"Edwards,-Johnson-And-Camacho",Clinic,St. Joseph,,2019-01-17,,13.09558,-59.0209,Reinspection due
746255,Edwards-Clay Hosp,Community Health Centre,St. Peter,,2016-12-17,,,,Good
016007,Edwards-Erickson Health Centre,Clinic,St. Lucy,416.0,2024-06-22,,13.03408,-58.78354,Reinspection due
08787,Edwards-Hall Hosp,Clinic,St. Peter,266.0,2022-07-06,,13.17037,-59.2316,
#9917,Edwards-Hernandez Hospital,Polyclinic,St. Lucy,197.0,2024-01-14,,12.82833,-58.76526,
05687,Edwards-Inc Hospital,Unknown,St. Joseph,,2023-09-28,,13.13542,-59.18588,♥
908534,Edwards-Leonard Hosp,Polyclinic,St. John,280.0,2017-10-27,,13.28552,-58.74837,
#8349,Edwards-Lewis Health Centre,Unknown,St. Andrew,,2022-12-05,,,,Reinspection due
2244,Edwards-Llc Infirmary,Community Health Centre,St. Michael,10.0,2023-03-28,,,,Follow-up 2023
2245,Edwards-Spence Clinic,Clinic,St. Peter,406.0,2020-07-15,,,,Reinspection due
03005,Edwards-Velazquez,Polyclinic,St. Joseph,,2022-06-11,,12.96286,-59.00619,Reinspection due
2247,Edwards-Weaver Hospital,Clinic,St. James,10.0,2025-02-02,,12.83607,-59.29487,
2248,Elliott And Sons Medical Center,Clinic,Christ Church,,2025-01-07,,12.86674,-58.86067,Reinspection due
6457,Elliott Inc Medical Center,Other,St. Joseph,,2019-05-22,,,,♥
HF-2691,Elliott Llc Hosp,Community Health Centre,St. George,87.0,2019-01-21,2018-06-25,,,Needs upgrade
2251,Elliott Plc Hosp,Other,St. Peter,10.0,2020-12-06,2018-05-04,,,
HF-2415,"Elliott, Chan And Barr Hosp",Hospital,St. Peter,,2016-07-31,2021-07-24,,,♥
02863,"Elliott, Pierce And Walters Infirmary",Clinic,St. Andrew,227.0,2019-09-19,,,,
462872,"Elliott,-Brown-And-Young",Unknown,St. Peter,10.0,2023-08-18,,12.95656,-59.02673,Follow-up 2023
04257,Elliott-And-Sons Medical Center,Other,St. Peter,10.0,2016-05-07,2020-02-24,12.99186,-59.29782,Follow-up 2023
f0f76f,Elliott-Campbell,Clinic,St. James,177.0,2020-03-02,,13.20348,-58.94335,
2257,Elliott-Carey Health Centre,Hospital,St. Peter,106.0,2020-08-29,,,, 
4856,Elliott-Evans Polyclinic,Unknown,St. Peter,289.0,2019-04-05,,12.83119,-59.00363,
8472,Elliott-Greene,Hospital,St. Peter,,,,13.28598,-58.98428, 
1920,Elliott-Hansen Hosp,Unknown,St. John,,2022-11-02,2018-02-23,,,
2261,Elliott-Olson Polyclinic,Clinic,St. Andrew,10.0,2019-08-27,,,,
2262,Elliott-Stewart Infirmary,Community Health Centre,St. James,48.0,2020-02-14,,,,
564d12,Ellis Inc Hospital,Community Health Centre,St. Lucy,,2020-04-19,,13.13521,-58.86017,Follow-up 2023
2264,Ellis Llc,Community Health Centre,St. Lucy,419.0,2019-10-12,,,,Needs upgrade
#327,Ellis Llc Health Centre,Unknown,St. Peter,57.0,2016-03-01,,,,
09403,Ellis Ltd (Ycul),Clinic,St. Lucy,452.0,2017-11-15,,,, 
c86dd7,Ellis Ltd Hosp,Clinic,St. George,,2022-07-04,,13.01086,-59.29841,Needs upgrade
#5334,"Ellis, Dawson And Riddle Polyclinic",Community Health Centre,St. George,,2019-08-03,,12.80162,-59.29217,Good
ec8ff4,"Ellis, Hall And Mahoney Health Centre",Community Health Centre,St. Lucy,123.0,2023-05-16,,13.17492,-58.78072,Follow-up 2023
7168,"Ellis, Horne And Hawkins Health Centre",Polyclinic,St. Lucy,,2024-07-05,,,,Needs upgrade
7803,"Ellis, Robinson And Casey",Polyclinic,St. Peter,,2022-07-22,,13.16149,-59.27011,Needs upgrade
HF-0638,"Ellis, Wilkinson And Perkins Clinic",Clinic,St. Joseph,397.0,2023-11-23,,12.90311,-59.1372,
04380,"Ellis, Wright And Kirby Medical Center",Unknown,St. Lucy,372.0,2016-09-17,,,,Reinspection due
2274,"Ellis,-Hayes-And-Wise",Community Health Centre,St. Andrew,326.0,2025-06-07,,12.98231,-59.0744,Good
879,Ellis-Brown Health Centre,Unknown,St. John,471.0,2022-02-28,2018-03-10,13.08293,-58.9336,Follow-up 2023
6542,Ellis-Gomez Hospital,Polyclinic,St. Joseph,300.0,2020-10-24,,,,Follow-up 2023
2277,Ellis-Reynolds,Unknown,St. Michael,446.0,2024-03-21,,13.25322,-58.9385,Good
2278,Ellis-Smith,Clinic,St. John,279.0,2019-11-23,,13.23417,-59.07841,Needs upgrade
3b2ad7,Ellis-Smith Polyclinic,Unknown,St. Andrew,10.0,2022-08-18,,12.89437,-58.84738,
e3d50b,Ellis-Thompson Medical Center,Clinic,St. Andrew,30.0,2017-05-28,,12.98544,-59.10336,
#9961,Ellison Plc Health Centre,Community Health Centre,St. Andrew,10.0,2018-01-14,2018-11-18,13.02857,-59.21918,Good
07781,Ellison-Gonzalez Clinic,Clinic,St. John,,2019-02-08,,12.77709,-58.93562,-
ec927d,Ellison-Group Infirmary,Hospital,St. George,428.0,2022-06-28,2024-10-12,13.26415,-59.03219,-
2284,Ellison-Hardy Medical Center,Polyclinic,St. James,373.0,2021-09-01,,,,♥
07766,Ellison-Perez Medical Center,Community Health Centre,St. Lucy,,2022-01-29,2021-10-05,,,Follow-up 2023
2286,English Inc Polyclinic,Polyclinic,St. Michael,,2023-07-08,,13.05185,-59.16403,Reinspection due
7b0534,"English, Barber And Deleon Health Centre",Community Health Centre,St. George,10.0,2016-12-13,,,,Needs upgrade
4f73ea,English-Llc,Clinic,St. Lucy,436.0,2020-11-03,,13.2568,-59.19218,
95df9f,Erickson Inc,Other,St. Lucy,447.0,2025-12-22,,13.0717,-58.99162,Reinspection due
8150,Erickson Plc,Other,St. James,10.0,2023-05-06,,13.0095,-58.92456,Needs upgrade
03433,Erickson Plc Polyclinic,Hospital,St. Joseph,,2017-06-12,,12.89417,-58.78448,Good
2292,"Erickson,-King-And-Mack Hosp",Community Health Centre,St. George,,2020-07-25,,,,Follow-up 2023
HF-2656,Erickson-Hutchinson Infirmary,Other,St. James,,2024-05-19,,13.1037,-58.90147,Follow-up 2023
ffcb9d,Erickson-Newton Polyclinic,Community Health Centre,St. John,148.0,2023-12-03,,13.20469,-59.22531,
0308df,Erickson-Soto Infirmary,Polyclinic,St. Joseph,,2019-10-06,,13.14438,-58.79434, 
1365,Escobar-Hood Medical Center,Community Health Centre,St. Joseph,474.0,2017-03-12,,,,Needs upgrade
2297,Escobar-Jackson,Community Health Centre,St. John,419.0,2016-04-23,2024-05-19,13.11932,-58.76088,
HF-4486,Esparza-Hamilton,Unknown,St. Joseph,,2020-06-11,,13.26795,-59.25317,♥
2227,Esparza-Kane Clinic,Hospital,St. James,,2019-07-27,,12.9141,-59.2884,
3838,"Espinoza, Cunningham And Jenkins Medical Center",Hospital,St. Michael,434.0,2025-10-22,,12.81818,-58.94752,
df816d,"Espinoza, Curtis And Thompson Health Centre",Clinic,St. Lucy,,2020-02-01,,12.73844,-58.94368,Good
2302,"Espinoza, Garrett And Reese",Polyclinic,St. John,268.0,2023-11-26,,13.04001,-59.2826,
2303,"Espinoza, Jenkins And Ray",Community Health Centre,St. Peter,304.0,2023-05-16,2022-04-19,12.77054,-59.20977,Needs upgrade
2304,Espinoza-Dunn Medical Center,Clinic,St. Michael,56.0,2019-07-25,,13.14378,-59.09807,
#6003,"Estes, Horn And Young Health Centre",Hospital,St. George,25.0,2021-06-01,2025-09-13,,,Follow-up 2023
2306,Estes-Cobb,Unknown,St. Andrew,113.0,2018-05-09,2018-07-10,,,♥
08420,Estrada Group,Community Health Centre,St. Lucy,36.0,2020-03-24,,13.01779,-59.05559,Good
8208,"Estrada, Burgess And Hernandez",Hospital,St. Joseph,349.0,2024-03-12,,,,
0e1460,"Estrada, Roberts And Williams Clinic",Unknown,St. Andrew,206.0,2020-09-01,2025-09-24,,,♥
2310,"Estrada,-Smith-And-Barrett Hosp",Community Health Centre,St. George,163.0,2022-12-06,,12.91591,-58.92103,
2311,Estrada-Group,Polyclinic,St. John,159.0,2024-08-20,,12.8738,-58.79374,
HF-1559,Estrada-Savage,Polyclinic,St. Joseph,40.0,2016-09-29,,13.1974,-59.19987,Good
2313,Estrada-Williams Hosp,Hospital,St. Michael,175.0,,,13.00129,-59.07882,♥
HF-7123,Evans And Sons,Community Health Centre,St. Michael,415.0,2022-05-03,,13.05294,-58.8812,-
7094,Evans And Sons,Unknown,St. Peter,,2017-05-25,,,,Reinspection due
0af989,Evans Group,Community Health Centre,St. James,476.0,2022-12-13,2022-02-11,,,Reinspection due
2317,Evans Group Health Centre,Unknown,Christ Church,419.0,2019-04-11,2021-06-22,13.25359,-59.15009,Good
2019,Evans Inc,Community Health Centre,Christ Church,224.0,2025-10-28,,,,♥
9115,Evans Llc,Hospital,Hcruhc Tsirhc,255.0,2018-01-13,,13.29661,-59.13961,Follow-up 2023
7323,Evans Llc Hosp,Unknown,Christ Church,231.0,2023-12-22,,,,Follow-up 2023
2321,Evans Plc,Clinic,St. Lucy,197.0,2020-12-21,,13.04165,-59.19298, 
ff0b70,"Evans, Collins And Baker Health Centre",Polyclinic,St. Joseph,,2022-07-13,,13.24824,-58.72072,-
#3200,"Evans, Fitzgerald And Weber",Hospital,St. Michael,10.0,2018-08-02,,13.26156,-58.96922,-
HF-9557,"Evans, Friedman And Campos",Unknown,St. Lucy,411.0,2023-08-29,,12.98714,-59.21365,
381408,"Evans, Garcia And Parrish Infirmary",Community Health Centre,St. James,,2020-01-14,,,,Follow-up 2023
2326,"Evans, Garcia And Vaughn Clin",Hospital,St. Lucy,428.0,2023-03-27,2024-02-19,,,
2327,"Evans, Singleton And Knight",Community Health Centre,St. Lucy,10.0,2019-11-06,,13.17008,-59.08654,
2328,"Evans, Smith And Cox",Unknown,Christ Church,,2022-07-16,,,,♥
2560,"Evans, Wheeler And Hernandez Medical Center",Community Health Centre,St. Joseph,10.0,2024-01-11,,,,Good
HF-0403,"Evans,-Davis-And-Todd Clin",Community Health Centre,St. John,10.0,2016-07-24,,12.7174,-59.19067,
2331,Evans-Fernandez Health Centre,Community Health Centre,St. Peter,347.0,2022-10-01,2024-08-26,12.83567,-59.21623,Good
2332,Evans-Garcia,Unknown,St. James,451.0,2024-11-18,,13.07772,-59.09313,-
#7778,Evans-Group Hosp,Unknown,St. Andrew,271.0,2020-03-02,,13.17573,-59.15042,♥
9442,Evans-Inc Medical Center,Unknown,St. Joseph,437.0,2024-01-29,2023-04-28,13.16326,-59.19334, 
be974c,Evans-Lee Hosp,Unknown,St. George,451.0,2021-11-09,,12.89041,-58.95096,Good
#8842,Evans-Myers Hospital,Unknown,Christ Church,371.0,2023-05-11,,,,Reinspection due
8064,Evans-Pitts Infirmary,Clinic,St. Joseph,,2016-02-25,,,, 
2338,Evans-Roach,Polyclinic,St. George,10.0,2025-09-28,,12.96928,-59.16835,Follow-up 2023
fb12d4,Evans-Rodriguez Hospital,Other,St. Michael,,2018-04-21,,13.21221,-58.85788,♥
HF-4200,Evans-Silva Hospital,Polyclinic,St. Andrew,156.0,2022-11-09,,13.28076,-58.99696, 
HF-2380,Evans-Smith,Unknown,St. John,10.0,2022-03-07,2024-04-06,12.72883,-58.83686,
#6108,Evans-Stanley,Clinic,St. John,207.0,2016-01-08,,13.09471,-59.03304,Follow-up 2023
2343,Evans-White,Community Health Centre,St. John,,2016-02-22,2021-02-27,,,Reinspection due
#5909,Everett Inc Hospital,Community Health Centre,St. John,98.0,2024-05-04,,,,Good
2345,Everett Plc Hospital,Clinic,St. James,10.0,2016-08-12,2024-11-16,,,Follow-up 2023
2346,"Everett, Lawrence And Hunter Clinic",Community Health Centre,St. Andrew,165.0,2023-12-22,,12.78088,-58.71828,
9342,"Everett,-Henson-And-Little Infirmary",Unknown,Christ Church,7.0,2022-02-03,,13.18265,-59.13364, 
6657,Everett-Hebert Clinic,Hospital,St. Andrew,229.0,2016-05-30,,12.80462,-59.2271,Reinspection due
2349,Ewing Llc Clin,Unknown,St. Andrew,385.0,2023-11-14,2019-06-21,,,Good
2350,Ewing Llc Clinic,Clinic,St. George,226.0,2019-06-30,,,,Reinspection due
05877,"Ewing, Davidson And Haley",Community Health Centre,St. Peter,376.0,2019-08-31,,,,-
03605,"Ewing,-Fowler-And-Willis Polyclinic",Other,Christ Church,,2023-12-30,,,,
06212,Ewing-Johnson Medical Center,Polyclinic,St. Lucy,402.0,2018-02-09,2018-08-12,12.75157,-59.07293, 
441,Farley Group,Unknown,St. Joseph,167.0,2017-03-24,,12.88274,-58.82896,Needs upgrade
448,Farley Inc,Polyclinic,St. Andrew,85.0,2025-01-10,2022-07-30,13.21841,-59.27578, 
2356,Farley Ltd,Polyclinic,St. George,,2023-07-27,2021-03-10,,,Needs upgrade
#7524,Farley-Garcia Medical Center,Community Health Centre,St. George,,2017-06-03,2022-07-04,,,
HF-2740,"Farmer, Duncan And Gates Health Centre",Community Health Centre,St. John,10.0,2020-05-27,,,,Follow-up 2023
03717,"Farmer, Gross And Hayes Hosp",Other,St. Joseph,231.0,2020-01-30,,,,Follow-up 2023
2360,Farmer-Bonilla Clinic,Other,St. Lucy,237.0,2018-10-10,,,,-
2361,Farrell Plc Health Centre,Polyclinic,St. Lucy,,2025-09-21,2019-06-01,,,Follow-up 2023
01662,Farrell Plc Health Centre,Clinic,St. Andrew,199.0,2023-05-31,,12.87673,-59.02281,Reinspection due
01443,"Farrell, Yates And Allen Polyclinic",Polyclinic,St. Michael,10.0,2018-09-19,,13.10974,-58.87257,♥
HF-3785,Farrell-Brady Hosp,Unknown,St. James,417.0,2024-10-14,,12.71676,-59.04819,Needs upgrade
9300,Farrell-Clay Medical Center,Community Health Centre,St. Peter,387.0,2016-06-12,,13.21919,-59.14591,-
#2342,Farrell-Johnson Polyclinic,Community Health Centre,St. Joseph,,2019-12-18,,12.83212,-58.71016,
218ac7,Faulkner Inc Hosp.,Unknown,St. John,,2021-10-14,,12.88742,-58.79791,Follow-up 2023
2368,Ferguson Group Health Centre,Community Health Centre,St. Joseph,126.0,2018-10-04,,12.79995,-58.86145, 
2369,Ferguson Group Hospital,Other,St. Andrew,,2021-11-23,,,, 
#1466,Ferguson Llc Infirmary,Polyclinic,St. John,10.0,2021-02-05,,13.05341,-59.2378,Follow-up 2023
2371,Ferguson Llc Infirmary,Clinic,St. Joseph,489.0,2019-04-17,,13.03821,-59.09394,-
8919,Ferguson Ltd,Polyclinic,St. Andrew,220.0,2024-04-25,,,, 
2373,Ferguson Ltd Polyclinic,Unknown,St. Joseph,388.0,2020-06-08,,13.28968,-58.70501,Reinspection due
701,"Ferguson, Brooks And Hayes",Clinic,Christ Church,10.0,2019-04-16,,12.79889,-59.11574,Good
2375,"Ferguson, Cole And Maddox",Community Health Centre,St. Joseph,479.0,2020-07-24,,13.17698,-59.21538,Good
3724,"Ferguson, Lee And Washington Clinic",Unknown,St. Michael,213.0,2016-06-12,,13.00114,-59.22354,Good
01275,"Ferguson, Moore And Woods Hosp",Community Health Centre,St. George,359.0,2025-04-19,,13.1636,-59.15187,Good
2378,"Ferguson, Taylor And Diaz",Clinic,St. John,,2018-03-07,,,,Reinspection due
7802,"Ferguson,-Martinez-And-Roberson Hospital",Clinic,Christ Church,254.0,2024-07-11,2022-08-27,,,Good
2380,Ferguson-Barber Polyclinic (Ycul),Hospital,St. Lucy,,2021-05-26,,,,Follow-up 2023
#8613,Ferguson-Booker Clinic,Unknown,St. Andrew,9.0,2021-07-29,2023-09-02,12.83479,-58.98518,♥
HF-3869,Ferguson-Le Polyclinic,Clinic,St. Lucy,343.0,2025-04-21,,,,♥
00868,Ferguson-Mcfarland Hospital,Hospital,St. John,19.0,2017-12-28,,,,Needs upgrade
HF-4722,Ferguson-Stark Health Centre,Polyclinic,St. Joseph,425.0,2016-06-25,,13.22173,-59.06514,-
HF-6813,Fernandez And Sons Hospital,Polyclinic,St. James,62.0,2018-08-17,,,,
HF-5650,Fernandez Inc Hospital,Clinic,St. James,10.0,2021-10-11,2020-10-23,12.86138,-59.21565,Good
1665,Fernandez Llc Infirmary,Clinic,St. Michael,,2017-09-21,,13.23821,-58.91785,Needs upgrade
8220,Fernandez Ltd Clinic,Other,St. Andrew,245.0,2024-10-23,2019-01-06,13.16863,-58.73897, 
05536,Fernandez Ltd Infirmary,Hospital,St. Lucy,227.0,2024-01-16,,12.84426,-58.78737,
2390,Fernandez Plc,Other,St. Lucy,194.0,2020-09-05,2021-09-06,13.08516,-59.15328,-
03049,Fernandez Plc,Clinic,St. Peter,270.0,2025-09-12,,,, 
2392,Fernandez Plc Polyclinic,Community Health Centre,St. Joseph,428.0,2019-04-11,,,,
#9067,"Fernandez, Pollard And Brown Infirmary",Community Health Centre,St. Michael,,2025-05-21,,12.82958,-58.70357,-
HF-1014,"Fernandez,-Lyons-And-Morrison Hosp",Hospital,St. Lucy,170.0,2023-04-12,,,,♥
#1318,Fernandez-Brennan,Polyclinic,St. George,10.0,2016-05-04,,,,-
2396,Fernandez-Farrell,Community Health Centre,St. Peter,476.0,2024-06-18,,,,Needs upgrade
2397,Fernandez-Group Polyclinic,Community Health Centre,St. James,5.0,2020-11-17,2021-11-23,12.76133,-59.09714,
09455,Fernandez-Plc Hosp,Polyclinic,St. Joseph,291.0,2018-12-28,,,,Reinspection due
2399,Fernandez-Poole Hospital,Community Health Centre,St. Michael,310.0,2022-08-19,,13.01407,-58.91822,Good
2400,Fernandez-Robinson,Clinic,St. George,10.0,2016-07-16,,12.73806,-58.72776,
2401,Fernandez-Ruiz,Clinic,St. James,487.0,2017-04-28,,13.16242,-58.8828,Needs upgrade
HF-6045,Ferrell And Sons,Community Health Centre,St. Michael,,2019-09-05,2019-12-16,13.24601,-59.14286, 
1065,Ferrell-Benton Hosp,Community Health Centre,St. Michael,,2023-10-31,,12.72946,-59.19644,Good
2404,Ferrell-Stone Infirmary,Polyclinic,Christ Church,,2024-12-21,,,,
e0a217,Fields Group,Unknown,St. Michael,364.0,2019-06-12,,13.28227,-58.75536,Good
08026,Fields Llc,Polyclinic,St. Peter,330.0,2016-04-02,,,,
2407,"Fields, Davis And Rice Polyclinic",Polyclinic,St. George,401.0,2017-05-25,,,,Reinspection due
ac889c,"Fields, Dennis And Coleman Hospital",Clinic,St. George,,2017-03-29,,,,♥
07317,"Fields, Flowers And Rosales Polyclinic",Unknown,St. John,221.0,2025-05-31,,12.75649,-59.23629,Good
HF-4118,"Fields, Sharp And Guerra",Polyclinic,St. John,,2021-03-05,,12.80407,-58.9429, 
2411,"Fields, Vargas And Huffman Health Centre",Community Health Centre,Christ Church,,2022-03-15,,,,-
2412,"Fields,-Frank-And-Flores Medical Center",Other,St. Joseph,10.0,2016-12-05,,12.8097,-59.20469,Reinspection due
HF-7571,"Fields,-Garrett-And-Thomas",Hospital,St. Joseph,373.0,2019-07-05,,12.81211,-59.29745,-
2414,"Fields,-Gray-And-Wright",Unknown,St. Andrew,,2025-07-25,,,,
ba21e2,Fields-And-Sons Clinic,Unknown,St. Michael,,2020-09-18,2020-04-27,13.19456,-58.88736,Reinspection due
167,Fields-Johnson Medical Center,Clinic,St. Lucy,327.0,2021-06-06,,12.82892,-58.75518,-
93265e,Fields-Livingston,Polyclinic,St. Lucy,,2020-10-02,,,, 
00077,Fields-Sloan Medical Center,Polyclinic,St. Michael,,2021-07-30,,12.85988,-58.70963,Needs upgrade
#2813,Figueroa And Sons Clinic,Unknown,St. Joseph,10.0,2023-05-21,2025-04-08,12.85811,-58.7676,Follow-up 2023
1122,"Figueroa, Dyer And Parker Health Centre",Clinic,St. Joseph,59.0,2024-10-28,2020-03-24,12.84915,-58.80419,♥
HF-8930,"Figueroa, Smith And Hernandez Medical Center",Clinic,St. Andrew,386.0,2019-09-11,,12.81849,-58.7138,♥
2422,"Figueroa,-Dean-And-Hunter",Hospital,St. John,10.0,2022-08-10,,12.83172,-59.07064,Follow-up 2023
07170,"Figueroa,-Decker-And-Henderson",Clinic,St. James,36.0,,,13.0289,-58.83094,
2424,Figueroa-And-Sons Clinic,Unknown,St. Lucy,,2022-04-02,,13.18702,-59.00497,Reinspection due
2425,"Finley, Harris And Reyes",Other,St. Andrew,259.0,2016-09-14,,12.9141,-59.04844,
2426,Fischer Ltd Clinic,Polyclinic,St. Andrew,,2023-05-03,,13.22702,-59.10545,
2427,Fischer-Johnson Infirmary,Unknown,St. Peter,397.0,2023-02-16,,,,Good
#9955,Fischer-Miller Hospital,Hospital,St. Joseph,,2023-08-25,,13.17634,-58.87912, 
HF-1246,Fisher Inc,Polyclinic,St. Andrew,329.0,2022-05-24,,13.23441,-59.25799,
2430,Fisher Inc,Clinic,St. Lucy,55.0,2019-12-27,,13.27679,-58.8945,
HF-4612,Fisher Inc Hosp,Polyclinic,St. Lucy,,2018-05-20,,12.75968,-59.27812,♥
1909,Fisher Inc Polyclinic,Community Health Centre,St. Lucy,91.0,2017-06-25,2024-05-29,,,Follow-up 2023
2433,Fisher Llc,Community Health Centre,St. James,351.0,2018-02-22,,13.28122,-58.7672,
HF-4524,Fisher Llc,Unknown,St. Lucy,384.0,2022-05-24,,12.9552,-59.29392,-
06536,Fisher Llc Infirmary,Other,St. Joseph,75.0,2018-05-28,,13.26253,-59.21977,
6808,Fisher Ltd Clinic,Hospital,St. James,189.0,2021-05-03,,,,Good
HF-0660,Fisher Ltd Hospital,Community Health Centre,St. John,,2025-11-11,,13.1568,-59.11532,-
02d013,Fisher Plc Clinic (Hcruhc),Polyclinic,Hcruhc Tsirhc,137.0,2018-06-12,,13.09965,-59.07806,♥
2004,"Fisher, Ortiz And Moore Polyclinic",Polyclinic,St. John,10.0,2021-08-22,,13.14849,-58.89805,
05078,"Fisher, Smith And Perez Polyclinic",Unknown,St. Lucy,172.0,2023-08-27,,13.15491,-58.96998,
HF-4762,"Fisher,-Gonzalez-And-Harding Health Centre",Unknown,St. Peter,321.0,2019-07-10,,13.04148,-59.02761,
HF-8246,"Fisher,-Molina-And-Macdonald",Community Health Centre,St. Peter,93.0,2020-05-10,,12.89794,-58.92928,♥
6807,"Fisher,-Smith-And-Campbell Clinic",Clinic,St. Lucy,,2016-10-04,,13.20184,-58.86885,Reinspection due
3642,Fisher-Foster Hosp,Other,Christ Church,61.0,2022-01-31,,,,-
HF-0457,Fisher-Morrow,Community Health Centre,Christ Church,263.0,2016-01-22,,12.97418,-58.83004,Needs upgrade
989d88,Fisher-Salazar Health Centre,Clinic,St. Michael,,2024-05-13,,12.71052,-59.02576,Follow-up 2023
1903,Fisher-Valenzuela,Other,St. Andrew,470.0,2021-03-21,,13.10574,-59.18151,Needs upgrade
HF-9297,Fisher-White Medical Center,Clinic,Christ Church,43.0,2016-08-04,2019-04-13,,,
83d398,Fitzgerald Group Infirmary,Community Health Centre,St. Michael,147.0,2017-10-08,,13.05472,-59.11224,
2450,Fitzgerald Plc,Hospital,St. Lucy,492.0,2022-03-12,,13.16915,-59.22554,Needs upgrade
279386,"Fitzgerald, Barnett And Mccoy Hospital",Polyclinic,St. Michael,92.0,2016-04-15,,13.08553,-59.29391,Good
#950,"Fitzgerald, Russell And Ayala Health Centre",Clinic,St. Joseph,336.0,2017-03-23,,13.29955,-58.74284,
HF-3001,Fitzgerald-Molina Health Centre,Unknown,St. James,212.0,2019-03-29,,13.09436,-58.87486,Follow-up 2023
2454,Fitzgerald-Plc,Clinic,St. James,33.0,2022-10-16,,13.18862,-59.1672,
HF-6411,Fitzpatrick And Sons Medical Center,Polyclinic,St. George,,2023-04-18,,12.98557,-59.18238,Needs upgrade
03636,Fitzpatrick-Martinez Health Centre,Unknown,St. Joseph,461.0,2021-07-05,,,,Good
3202,Fitzpatrick-Parker,Hospital,St. George,,2020-07-18,,13.06284,-59.27421,
01872,Fitzpatrick-Smith Polyclinic,Other,St. Lucy,176.0,2020-10-22,,12.71545,-58.95628,-
2459,Fleming Ltd,Unknown,St. Michael,10.0,2022-12-18,2019-03-10,13.15706,-58.93939,
#9071,"Fleming, Ferguson And Rangel Medical Center",Clinic,St. James,57.0,2017-09-03,,12.80531,-58.87685,Reinspection due
06194,"Fleming, Kim And Evans Hospital",Unknown,Christ Church,54.0,2021-02-05,,13.03546,-58.9409, 
5417,"Fleming, Nelson And Waller Infirmary",Clinic,Christ Church,31.0,2016-03-24,,13.07331,-58.94735,
94006c,"Fleming, Rice And Ashley Hosp",Other,St. John,115.0,2020-12-28,2025-05-18,12.95953,-59.2147,-
04984,"Fleming, Stanley And Mendoza",Clinic,St. Lucy,333.0,2020-09-15,,12.99128,-58.85969,
a40792,Fleming-Llc Hosp,Community Health Centre,St. Peter,116.0,2019-04-02,,13.06798,-58.97779,♥
